stateCode,reportDate,source,cases,deaths,population_number,population_density
DE-BB,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),466,1,2485000,84
DE-HB,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),186,0,671000,1599
DE-HH,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1237,1,1787000,2366
DE-HE,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1682,4,6176000,293
DE-MV,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),219,0,1612000,69
DE-NI,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2110,6,7927000,167
DE-NW,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),8981,53,17866000,524
DE-RP,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1640,6,4053000,204
DE-SL,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),402,1,996000,388
DE-SN,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1036,1,4085000,221
DE-ST,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),365,1,2245000,110
DE-SH,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),552,2,2859000,181
DE-TH,2020-03-24,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),413,1,2171000,134
DE-BW,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),7285,42,10880000,304
DE-BY,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),7921,38,12844000,182
DE-BE,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1425,3,3520000,3948
DE-BB,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),516,1,2485000,84
DE-HB,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),203,0,671000,1599
DE-HH,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1450,1,1787000,2366
DE-HE,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1941,7,6176000,293
DE-MV,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),227,0,1612000,69
DE-NI,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2373,8,7927000,167
DE-NW,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),9734,66,17866000,524
DE-RP,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1814,5,4053000,204
DE-SL,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),437,3,996000,388
DE-SN,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1128,3,4085000,221
DE-ST,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),418,1,2245000,110
DE-SH,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),611,2,2859000,181
DE-TH,2020-03-25,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),466,1,2171000,134
DE-BW,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),8580,83,10880000,304
DE-BY,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),9487,51,12844000,182
DE-BE,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1937,8,3520000,3948
DE-BB,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),569,1,2485000,84
DE-HB,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),213,1,671000,1599
DE-HH,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1614,2,1787000,2366
DE-HE,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2195,7,6176000,293
DE-MV,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),246,0,1612000,69
DE-NI,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2715,10,7927000,167
DE-NW,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),10737,74,17866000,524
DE-RP,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2063,8,4053000,204
DE-SL,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),466,3,996000,388
DE-SN,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1360,5,4085000,221
DE-ST,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),493,2,2245000,110
DE-SH,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),705,3,2859000,181
DE-TH,2020-03-26,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),558,3,2171000,134
DE-BW,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),10272,104,10880000,304
DE-BY,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),11220,72,12844000,182
DE-BE,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2152,8,3520000,3948
DE-BB,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),680,3,2485000,84
DE-HB,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),264,2,671000,1599
DE-HH,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1759,2,1787000,2366
DE-HE,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2470,10,6176000,293
DE-MV,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),299,0,1612000,69
DE-NI,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3303,19,7927000,167
DE-NW,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),12002,94,17866000,524
DE-RP,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2280,12,4053000,204
DE-SL,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),614,6,996000,388
DE-SN,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1507,9,4085000,221
DE-ST,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),554,2,2245000,110
DE-SH,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),862,4,2859000,181
DE-TH,2020-03-27,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),633,4,2171000,134
DE-BW,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),11510,115,10880000,304
DE-BY,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),12737,106,12844000,182
DE-BE,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2337,9,3520000,3948
DE-BB,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),766,4,2485000,84
DE-HB,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),278,2,671000,1599
DE-HH,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1935,4,1787000,2366
DE-HE,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2844,13,6176000,293
DE-MV,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),348,1,1612000,69
DE-NI,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3630,23,7927000,167
DE-NW,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),13013,107,17866000,524
DE-RP,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2499,13,4053000,204
DE-SL,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),669,6,996000,388
DE-SN,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1719,9,4085000,221
DE-ST,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),604,2,2245000,110
DE-SH,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),925,4,2859000,181
DE-TH,2020-03-28,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),703,5,2171000,134
DE-BW,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),12485,138,10880000,304
DE-BY,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),14021,125,12844000,182
DE-BE,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2462,11,3520000,3948
DE-BB,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),835,4,2485000,84
DE-HB,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),290,2,671000,1599
DE-HH,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2078,4,1787000,2366
DE-HE,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3037,13,6176000,293
DE-MV,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),361,1,1612000,69
DE-NI,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3911,27,7927000,167
DE-NW,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),13997,116,17866000,524
DE-RP,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2712,18,4053000,204
DE-SL,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),714,9,996000,388
DE-SN,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1856,9,4085000,221
DE-ST,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),645,2,2245000,110
DE-SH,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1008,6,2859000,181
DE-TH,2020-03-29,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),752,5,2171000,134
DE-BW,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),13477,175,10880000,304
DE-BY,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),15160,158,12844000,182
DE-BE,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2581,13,3520000,3948
DE-BB,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),866,4,2485000,84
DE-HB,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),298,4,671000,1599
DE-HH,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2214,4,1787000,2366
DE-HE,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3091,17,6176000,293
DE-MV,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),368,1,1612000,69
DE-NI,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),4170,32,7927000,167
DE-NW,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),14566,131,17866000,524
DE-RP,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2851,20,4053000,204
DE-SL,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),800,9,996000,388
DE-SN,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1976,11,4085000,221
DE-ST,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),689,6,2245000,110
DE-SH,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1060,7,2859000,181
DE-TH,2020-03-30,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),783,5,2171000,134
DE-BW,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),14818,212,10880000,304
DE-BY,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),16838,209,12844000,182
DE-BE,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2777,15,3520000,3948
DE-BB,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1000,8,2485000,84
DE-HB,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),315,5,671000,1599
DE-HH,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2290,6,1787000,2366
DE-HE,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3423,21,6176000,293
DE-MV,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),417,3,1612000,69
DE-NI,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),4659,46,7927000,167
DE-NW,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),15969,150,17866000,524
DE-RP,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),3141,25,4053000,204
DE-SL,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),961,11,996000,388
DE-SN,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),2163,13,4085000,221
DE-ST,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),779,7,2245000,110
DE-SH,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),1175,9,2859000,181
DE-TH,2020-04-01,ZON/Berliner Morgenpost (via github.com/jgehrcke/covid-19-germany-gae),846,6,2171000,134
